"","COLLISION_TYPE","FATAL_OR_MAJ_INJ","DAY_OF_WEEK","CRASH_MONTH","CELL_PHONE","IMPAIRED_DRIVER","FATIGUE_ASLEEP","SPEEDING_RELATED","WEATHER","SPEED_LIMIT","DEC_LAT","DEC_LONG"
"2116","Sideswipe (same dir.)",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",65,40.65069962,-80.03959656
"2117","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Sleet (hail)",25,40.42309952,-79.98750305
"2118","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Rain",50,40.2179985,-79.84410095
"2119","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Rain",25,40.37879944,-79.92340088
"2120","Sideswipe (same dir.)",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.48789978,-79.92030334
"2121","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.44240189,-79.97429657
"2122","Rear-end",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Rain",25,40.38430023,-79.97940063
"2123","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.45360184,-79.83830261
"2124","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",45,40.40110016,-80.24590302
"2125","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.44889832,-79.91899872
"2126","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",50,40.2179985,-79.84410095
"2127","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.4538002,-79.87960052
"2128","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Sleet (hail)",40,40.28760147,-79.86699677
"2129","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.48320007,-79.94319916
"2130","Rear-end",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.50109863,-80.07450104
"2131","Angle",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",45,40.3302002,-80.0707016
"2132","Hit fixed object",TRUE,"Friday",2,FALSE,TRUE,FALSE,TRUE,"Snow",25,40.45869827,-79.99849701
"2133","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.54710007,-80.21890259
"2134","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.41419983,-80.01000214
"2135","Hit fixed object",FALSE,"Sunday",2,FALSE,TRUE,FALSE,FALSE,"Snow",25,40.47909927,-80.03079987
"2136","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",40,40.44929886,-80.02529907
"2137","Hit fixed object",FALSE,"Sunday",2,FALSE,TRUE,FALSE,TRUE,"Snow",35,40.4720993,-79.93440247
"2138","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.44520187,-80
"2139","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.31549835,-79.95400238
"2140","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",45,40.66490173,-79.70379639
"2141","Angle",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",40,40.35639954,-80.04389954
"2142","Hit fixed object",FALSE,"Sunday",2,FALSE,TRUE,FALSE,TRUE,"No adverse conditions",35,40.45280075,-79.8259964
"2143","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.46070099,-79.9885025
"2144","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",55,40.44760132,-80.01039886
"2145","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,TRUE,"Other",25,40.35250092,-79.83399963
"2146","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",30,40.44509888,-80.01599884
"2147","Rear-end",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.44889832,-80.06719971
"2148","Angle",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.4715004,-79.71209717
"2149","Sideswipe (same dir.)",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.4510994,-79.98249817
"2150","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",40,40.5766983,-79.95439911
"2151","Head-on",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.31969833,-79.8986969
"2152","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.48519897,-79.94629669
"2153","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.38209915,-79.81890106
"2154","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.37390137,-79.89230347
"2155","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.49119949,-79.81410217
"2156","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.34609985,-79.92579651
"2157","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.62739944,-80.14240265
"2158","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.43650055,-79.97309875
"2159","Rear-end",FALSE,"Sunday",2,FALSE,FALSE,FALSE,TRUE,"Other",30,40.34579849,-79.83110046
"2160","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.61190033,-80.12860107
"2161","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,TRUE,"Other",30,40.33729935,-79.85549927
"2162","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.54600143,-80.01679993
"2163","Angle",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.41439819,-80.02500153
"2164","Angle",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.32009888,-79.92320251
"2165","Hit pedestrian",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.40639877,-79.82679749
"2166","Rear-end",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.35380173,-79.83439636
"2167","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.41939926,-80.15319824
"2168","Non collision",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.45769882,-79.85040283
"2169","Angle",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",45,40.39810181,-79.9477005
"2170","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",40,40.52339935,-79.76820374
"2171","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.40250015,-79.97859955
"2172","Angle",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",40,40.35570145,-79.97969818
"2173","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Sleet (hail)",25,40.47100067,-79.76650238
"2174","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",45,40.48149872,-79.87619781
"2175","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",45,40.40069962,-79.76670074
"2176","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.45759964,-80.07969666
"2177","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",45,40.40480042,-79.7621994
"2178","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.45940018,-79.792099
"2179","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.42639923,-79.72499847
"2180","Hit fixed object",FALSE,"Monday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.47990036,-80.13050079
"2181","Angle",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45190048,-80.16110229
"2182","Rear-end",FALSE,"Thursday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.44910049,-80.11910248
"2183","Rear-end",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.43080139,-80.13459778
"2184","Rear-end",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",15,40.45130157,-80.13729858
"2185","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.44839859,-80.15799713
"2186","Hit fixed object",FALSE,"Tuesday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",45,40.64459991,-79.93840027
"2187","Angle",FALSE,"Saturday",2,FALSE,TRUE,FALSE,FALSE,"Snow",35,40.45069885,-79.82679749
"2188","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.40859985,-80.00469971
"2189","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",65,40.64870071,-80.03679657
"2190","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.53789902,-79.82219696
"2191","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Rain",55,40.53499985,-79.82160187
"2192","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",65,40.54919815,-79.82540131
"2193","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",65,40.58539963,-79.87519836
"2194","Rear-end",FALSE,"Sunday",2,TRUE,FALSE,FALSE,TRUE,"No adverse conditions",NA,40.63199997,-79.87930298
"2195","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.2643013,-79.87460327
"2196","Non collision",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.45859909,-79.88580322
"2197","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.39770126,-79.83670044
"2198","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.40639877,-79.94200134
"2199","Hit fixed object",FALSE,"Sunday",2,FALSE,TRUE,FALSE,TRUE,"Snow",25,40.47320175,-80.0286026
"2200","Hit fixed object",FALSE,"Sunday",2,FALSE,TRUE,FALSE,FALSE,"Snow",35,40.41019821,-80.01589966
"2201","Non collision",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.3348999,-79.94680023
"2202","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.38019943,-79.93520355
"2203","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.42630005,-80.00779724
"2204","Sideswipe (same dir.)",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.63240051,-79.71499634
"2205","Rear-end",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.4292984,-80.02870178
"2206","Rear-end",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.41579819,-80.05950165
"2207","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.43939972,-80.01029968
"2208","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.56539917,-80.08950043
"2209","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.4294014,-79.8864975
"2210","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.45019913,-80.11109924
"2211","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.42549896,-79.90840149
"2212","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.42699814,-79.9197998
"2213","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.42699814,-79.9197998
"2214","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.42670059,-79.91809845
"2215","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.42770004,-79.92440033
"2216","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.44269943,-79.76329803
"2217","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.44710159,-80.16680145
"2218","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.5033989,-80.13739777
"2219","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.47589874,-80.00749969
"2220","Angle",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.56470108,-80.08940125
"2221","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.55939865,-80.11530304
"2222","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.56809998,-79.79769897
"2223","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",65,40.65380096,-79.72480011
"2224","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",65,40.41939926,-79.73300171
"2225","Non collision",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.2745018,-79.95649719
"2226","Rear-end",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.44409943,-80.02809906
"2227","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.2582016,-79.83730316
"2228","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.36669922,-79.87830353
"2229","Angle",FALSE,"Monday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.39569855,-80.08660126
"2230","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.54240036,-79.7256012
"2231","Hit fixed object",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.33160019,-79.78649902
"2232","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.49300003,-79.94889832
"2233","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.45349884,-80.06159973
"2234","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.48649979,-79.96679688
"2235","Sideswipe (same dir.)",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,TRUE,"Sleet (hail)",35,40.44680023,-79.99549866
"2236","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.57939911,-79.99359894
"2237","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.5646019,-80.00910187
"2238","Sideswipe (same dir.)",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.3553009,-80.03179932
"2239","Angle",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.30970001,-80.05879974
"2240","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.30820084,-80.05000305
"2241","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.32870102,-80.04160309
"2242","Sideswipe (same dir.)",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.53789902,-79.83950043
"2243","Angle",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.4742012,-79.90820313
"2244","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.59989929,-79.76039886
"2245","Angle",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.40420151,-79.92030334
"2246","Hit fixed object",FALSE,"Sunday",2,FALSE,TRUE,FALSE,TRUE,"Snow",35,40.37789917,-79.85150146
"2247","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.37559891,-79.80560303
"2248","Angle",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.49610138,-79.97689819
"2249","Head-on",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45190048,-80.01660156
"2250","Head-on",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.40359879,-80.04039764
"2251","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.5868988,-80.03700256
"2252","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.36940002,-80.03150177
"2253","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.42739868,-79.95269775
"2254","Angle",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.47710037,-80.06620026
"2255","Head-on",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",40,40.55130005,-79.95890045
"2256","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,TRUE,"Snow",45,40.27470016,-79.88729858
"2257","Rear-end",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.40439987,-79.82520294
"2258","Angle",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.43199921,-80.14489746
"2259","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",50,40.35760117,-79.86329651
"2260","Hit fixed object",FALSE,"Saturday",2,FALSE,TRUE,FALSE,FALSE,"Snow",25,40.34700012,-79.85769653
"2261","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",30,40.40530014,-79.88529968
"2262","Hit fixed object",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.45090103,-79.90309906
"2263","Angle",FALSE,"Sunday",2,FALSE,TRUE,FALSE,FALSE,"Snow",25,40.38330078,-79.97699738
"2264","Hit fixed object",FALSE,"Sunday",2,FALSE,TRUE,FALSE,TRUE,"Snow",25,40.39400101,-79.82109833
"2265","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.36199951,-80.01119995
"2266","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",65,40.42549896,-79.73809814
"2267","Angle",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.32649994,-80.06510162
"2268","Angle",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45890045,-79.9131012
"2269","Angle",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.39319992,-79.98010254
"2270","Angle",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.44409943,-80.02809906
"2271","Sideswipe (same dir.)",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44630051,-79.94889832
"2272","Angle",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44120026,-79.959198
"2273","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.28340149,-79.91100311
"2274","Hit fixed object",FALSE,"Saturday",1,FALSE,TRUE,FALSE,FALSE,"Unkown",35,40.40719986,-80.05190277
"2275","Hit fixed object",FALSE,"Monday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",30,40.33710098,-80.10939789
"2276","Angle",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",45,40.41659927,-80.19010162
"2277","Angle",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.46210098,-79.94039917
"2278","Head-on",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.37179947,-80.08260345
"2279","Head-on",FALSE,"Friday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.38430023,-79.8289032
"2280","Hit fixed object",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44049835,-79.98560333
"2281","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.55059814,-80.0565033
"2282","Angle",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.51290131,-80.22709656
"2283","Rear-end",FALSE,"Thursday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.50400162,-80.22260284
"2284","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.5,-80.22219849
"2285","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.51670074,-80.22160339
"2286","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.48540115,-80.20220184
"2287","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",65,40.59889984,-79.76920319
"2288","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.56100082,-79.80059814
"2289","Angle",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.5943985,-79.94779968
"2290","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.50030136,-80.0121994
"2291","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.457901,-79.93540192
"2292","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.31819916,-79.90809631
"2293","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",40,40.28659821,-79.91069794
"2294","Head-on",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.63499832,-79.97889709
"2295","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.51850128,-80.08950043
"2296","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.47729874,-79.9536972
"2297","Angle",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.4455986,-80.05989838
"2298","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",NA,40.44020081,-79.99259949
"2299","Rear-end",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.5,-80.07279968
"2300","Angle",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.46659851,-80.0345993
"2301","Hit fixed object",FALSE,"Monday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",55,40.58000183,-80.11569977
"2302","Rear-end",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.41249847,-80.07849884
"2303","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",65,40.47109985,-80.22840118
"2304","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.54130173,-80.12210083
"2305","Sideswipe (same dir.)",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.48139954,-79.77050018
"2306","Angle",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43439865,-79.95320129
"2307","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.39929962,-79.78759766
"2308","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,TRUE,FALSE,"No adverse conditions",25,40.4341011,-79.92739868
"2309","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45619965,-80.00260162
"2310","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.63410187,-80.0582962
"2311","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.61489868,-80.05509949
"2312","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,TRUE,FALSE,"No adverse conditions",25,40.45750046,-79.99320221
"2313","Hit fixed object",FALSE,"Thursday",1,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.39099884,-79.80480194
"2314","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",40,40.61000061,-80.05329895
"2315","Head-on",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.56439972,-80.04570007
"2316","Hit fixed object",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.56610107,-80.00180054
"2317","Head-on",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.44580078,-79.99829865
"2318","Head-on",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.33560181,-80.11170197
"2319","Head-on",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.52330017,-79.77459717
"2320","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"Snow",50,40.24259949,-79.87129974
"2321","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",40,40.36980057,-79.78440094
"2322","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.3891983,-79.86789703
"2323","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",15,40.44509888,-79.95570374
"2324","Rear-end",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.42589951,-79.91169739
