"","COLLISION_TYPE","FATAL_OR_MAJ_INJ","DAY_OF_WEEK","CRASH_MONTH","CELL_PHONE","IMPAIRED_DRIVER","FATIGUE_ASLEEP","SPEEDING_RELATED","WEATHER","SPEED_LIMIT","DEC_LAT","DEC_LONG"
"7159","Sideswipe (same dir.)",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.42610168,-80.11450195
"7160","Angle",FALSE,"Sunday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.44950104,-80.10739899
"7161","Rear-end",FALSE,"Monday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.34349823,-80.02500153
"7162","Hit fixed object",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43709946,-79.99859619
"7163","Rear-end",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.38399887,-79.99539948
"7164","Rear-end",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.54090118,-79.81939697
"7165","Rear-end",FALSE,"Tuesday",6,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",15,40.40039825,-79.90540314
"7166","Angle",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.44409943,-80.02809906
"7167","Non collision",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.417099,-80.02919769
"7168","Rear-end",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.46020126,-79.93280029
"7169","Angle",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.41009903,-80.03160095
"7170","Rear-end",FALSE,"Thursday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",45,40.53649902,-80.19519806
"7171","Rear-end",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.50360107,-79.86019897
"7172","Sideswipe (Opposite dir.)",FALSE,"Saturday",7,TRUE,TRUE,FALSE,TRUE,"No adverse conditions",35,40.38909912,-80.08879852
"7173","Angle",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.5719986,-80.03510284
"7174","Hit fixed object",FALSE,"Saturday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.5984993,-80.06240082
"7175","Angle",FALSE,"Sunday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.42919922,-79.92120361
"7176","Angle",TRUE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.37120056,-79.91269684
"7177","Hit fixed object",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.47230148,-79.89710236
"7178","Hit fixed object",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.51509857,-80.21869659
"7179","Hit fixed object",FALSE,"Friday",7,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",55,40.4292984,-79.93139648
"7180","Rear-end",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.51720047,-80.12840271
"7181","Rear-end",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.61130142,-80.09470367
"7182","Sideswipe (same dir.)",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.42760086,-79.95359802
"7183","Angle",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",15,40.57960129,-80.22080231
"7184","Hit fixed object",FALSE,"Friday",6,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.39289856,-79.80020142
"7185","Rear-end",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.43050003,-79.99829865
"7186","Angle",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.41849899,-79.84919739
"7187","Angle",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44860077,-80.06289673
"7188","Rear-end",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.54809952,-79.97219849
"7189","Angle",FALSE,"Saturday",7,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.54100037,-79.79620361
"7190","Angle",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.51440048,-79.95200348
"7191","Angle",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",NA,40.53010178,-79.91500092
"7192","Rear-end",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.38159943,-79.81780243
"7193","Angle",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.40340042,-80.08979797
"7194","Rear-end",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.49499893,-80.01190186
"7195","Rear-end",FALSE,"Saturday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.54639816,-80.02929688
"7196","Angle",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.28340149,-79.83719635
"7197","Rear-end",FALSE,"Wednesday",7,FALSE,FALSE,TRUE,FALSE,"No adverse conditions",65,40.66619873,-79.7161026
"7198","Rear-end",FALSE,"Saturday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.5306015,-80.00980377
"7199","Angle",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.5719986,-79.99819946
"7200","Angle",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43659973,-79.95549774
"7201","Rear-end",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.6617012,-79.93379974
"7202","Sideswipe (same dir.)",FALSE,"Tuesday",7,FALSE,FALSE,TRUE,FALSE,"No adverse conditions",25,40.47689819,-80.0298996
"7203","Head-on",FALSE,"Tuesday",7,FALSE,FALSE,TRUE,FALSE,"No adverse conditions",25,40.27220154,-79.87490082
"7204","Hit fixed object",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.4618988,-79.88420105
"7205","Hit fixed object",FALSE,"Saturday",7,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.40439987,-79.8042984
"7206","Hit fixed object",FALSE,"Tuesday",7,TRUE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.29999924,-79.93969727
"7207","Hit fixed object",FALSE,"Sunday",5,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.42670059,-79.9178009
"7208","Hit fixed object",FALSE,"Monday",5,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",65,40.53590012,-80.2723999
"7209","Rear-end",FALSE,"Sunday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.42580032,-79.90180206
"7210","Hit fixed object",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.42010117,-80.03530121
"7211","Hit fixed object",FALSE,"Tuesday",7,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",65,40.64970016,-79.72329712
"7212","Rear-end",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.49430084,-79.90409851
"7213","Rear-end",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",65,40.59460068,-79.77130127
"7214","Hit fixed object",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",65,40.57389832,-79.8635025
"7215","Hit fixed object",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"Fog",55,40.52080154,-79.80879974
"7216","Rear-end",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.47079849,-79.95880127
"7217","Angle",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.36970139,-80.10119629
"7218","Sideswipe (same dir.)",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.43230057,-79.86509705
"7219","Angle",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44820023,-79.98690033
"7220","Angle",FALSE,"Sunday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44319916,-80.05789948
"7221","Angle",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.47940063,-79.73059845
"7222","Angle",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.39530182,-79.99739838
"7223","Angle",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.40679932,-79.94319916
"7224","Hit pedestrian",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.45439911,-79.94779968
"7225","Hit fixed object",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.41199875,-80.01080322
"7226","Angle",FALSE,"Saturday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.5707016,-80.00270081
"7227","Rear-end",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.43999863,-80.08439636
"7228","Angle",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45729828,-79.97360229
"7229","Angle",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.37080002,-80.08360291
"7230","Angle",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45399857,-80.05989838
"7231","Hit fixed object",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.54069901,-80.23670197
"7232","Rear-end",FALSE,"Thursday",6,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.43149948,-80.02490234
"7233","Angle",FALSE,"Sunday",6,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.60960007,-80.09449768
"7234","Other or Unkown",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",50,40.58359909,-80.03079987
"7235","Rear-end",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.40019989,-80.0236969
"7236","Hit fixed object",FALSE,"Sunday",6,FALSE,FALSE,FALSE,TRUE,"Rain",45,40.39440155,-79.79840088
"7237","Rear-end",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",15,40.457901,-80.06749725
"7238","Head-on",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.40190125,-80.00189972
"7239","Rear-end",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.34049988,-80.06390381
"7240","Hit fixed object",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.44350052,-79.99310303
"7241","Angle",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.35160065,-79.96199799
"7242","Hit fixed object",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.44950104,-79.99859619
"7243","Rear-end",FALSE,"Wednesday",7,FALSE,TRUE,FALSE,TRUE,"No adverse conditions",25,40.37250137,-79.97730255
"7244","Hit fixed object",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.53179932,-80.01049805
"7245","Hit fixed object",FALSE,"Wednesday",7,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",15,40.47829819,-79.94680023
"7246","Hit fixed object",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.47389984,-79.95800018
"7247","Angle",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.44409943,-80.02809906
"7248","Non collision",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.38339996,-80.05639648
"7249","Rear-end",FALSE,"Tuesday",6,FALSE,FALSE,FALSE,TRUE,"Rain",55,40.42990112,-80.02780151
"7250","Hit fixed object",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.56700134,-79.79850006
"7251","Head-on",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",50,40.21149826,-79.8411026
"7252","Sideswipe (Opposite dir.)",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.66960144,-80.10639954
"7253","Angle",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.62179947,-80.05419922
"7254","Angle",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.38679886,-79.98130035
"7255","Rear-end",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.46559906,-80.02639771
"7256","Sideswipe (same dir.)",FALSE,"Tuesday",7,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.45729828,-79.95639801
"7257","Angle",FALSE,"Saturday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.39530182,-79.99739838
"7258","Sideswipe (same dir.)",FALSE,"Monday",7,FALSE,FALSE,TRUE,FALSE,"No adverse conditions",25,40.33940125,-79.8884964
"7259","Rear-end",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.36510086,-79.90850067
"7260","Sideswipe (same dir.)",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43769836,-80.00019836
"7261","Head-on",FALSE,"Wednesday",7,FALSE,FALSE,TRUE,FALSE,"No adverse conditions",35,40.49990082,-79.73400116
"7262","Angle",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45100021,-79.96499634
"7263","Angle",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.43579865,-79.96230316
"7264","Rear-end",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45859909,-79.95749664
"7265","Rear-end",FALSE,"Thursday",7,FALSE,FALSE,TRUE,FALSE,"No adverse conditions",25,40.42720032,-79.96250153
"7266","Rear-end",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.34730148,-79.98639679
"7267","Rear-end",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.39450073,-80.03500366
"7268","Angle",FALSE,"Thursday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.39870071,-79.88539886
"7269","Non collision",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.46170044,-79.9661026
"7270","Angle",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.34960175,-79.88580322
"7271","Head-on",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.47740173,-79.79920197
"7272","Rear-end",FALSE,"Thursday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.43460083,-79.98690033
"7273","Hit pedestrian",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.40819931,-80.07730103
"7274","Hit fixed object",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.4333992,-79.84819794
"7275","Hit fixed object",FALSE,"Thursday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.28620148,-79.97090149
"7276","Hit fixed object",FALSE,"Thursday",7,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.48270035,-80.03639984
"7277","Non collision",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.46120071,-79.86569977
"7278","Hit fixed object",FALSE,"Thursday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.46879959,-79.83999634
"7279","Hit fixed object",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.38290024,-79.87840271
"7280","Angle",FALSE,"Saturday",5,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",20,40.54339981,-79.79070282
"7281","Rear-end",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.55110168,-80.02449799
"7282","Non collision",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.3927002,-79.99720001
"7283","Rear-end",FALSE,"Saturday",7,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.40729904,-79.91390228
"7284","Hit fixed object",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.35589981,-80.1312027
"7285","Angle",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.41120148,-80.08370209
"7286","Hit pedestrian",TRUE,"Friday",7,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.44960022,-79.98799896
"7287","Angle",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.39759827,-80.10600281
"7288","Angle",FALSE,"Saturday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.36199951,-80.01110077
"7289","Hit fixed object",FALSE,"Sunday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.36349869,-79.86869812
"7290","Hit fixed object",FALSE,"Sunday",7,FALSE,TRUE,FALSE,TRUE,"No adverse conditions",25,40.36709976,-80.2220993
"7291","Angle",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.34479904,-79.83640289
"7292","Angle",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.46049881,-79.84259796
"7293","Angle",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.4367981,-79.99430084
"7294","Angle",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.34609985,-79.9571991
"7295","Head-on",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43259811,-80.02999878
"7296","Angle",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43970108,-79.89769745
"7297","Head-on",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.60860062,-80.09970093
"7298","Hit pedestrian",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45489883,-79.97850037
"7299","Sideswipe (same dir.)",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.34889984,-79.93900299
"7300","Hit fixed object",FALSE,"Saturday",6,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.38570023,-79.97119904
"7301","Angle",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.5141983,-79.87909698
"7302","Sideswipe (same dir.)",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43909836,-79.96209717
"7303","Hit fixed object",FALSE,"Saturday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.55270004,-80.11660004
"7304","Rear-end",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.55730057,-80.02300262
"7305","Angle",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.33129883,-80.05280304
"7306","Hit fixed object",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.31949997,-80.02690125
"7307","Hit fixed object",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.59479904,-79.76909637
"7308","Rear-end",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.34069824,-79.96440125
"7309","Angle",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.40330124,-80.10030365
"7310","Rear-end",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.46530151,-79.97930145
"7311","Angle",FALSE,"Sunday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.55590057,-79.86720276
"7312","Angle",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.65039825,-80.07900238
"7313","Rear-end",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.55739975,-79.98169708
"7314","Angle",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44680023,-79.98930359
"7315","Rear-end",FALSE,"Thursday",7,TRUE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.48849869,-79.75150299
"7316","Angle",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",NA,40.39369965,-80.01989746
"7317","Rear-end",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.34820175,-79.94730377
"7318","Angle",FALSE,"Wednesday",7,TRUE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.35760117,-80.00019836
"7319","Angle",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.44440079,-79.82830048
"7320","Sideswipe (same dir.)",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44520187,-80.04180145
"7321","Hit fixed object",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.41799927,-80.0585022
"7322","Sideswipe (same dir.)",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.36289978,-79.97000122
"7323","Angle",FALSE,"Saturday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",15,40.35020065,-79.86299896
"7324","Hit fixed object",FALSE,"Thursday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.4659996,-79.73059845
"7325","Angle",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.31919861,-80.11759949
"7326","Angle",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.61750031,-79.9457016
"7327","Head-on",FALSE,"Friday",7,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.47539902,-79.79360199
"7328","Hit fixed object",FALSE,"Saturday",8,TRUE,TRUE,FALSE,FALSE,"No adverse conditions",55,40.46110153,-79.86630249
"7329","Rear-end",FALSE,"Friday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",45,40.5298996,-79.78780365
"7330","Sideswipe (same dir.)",FALSE,"Sunday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.40729904,-79.91040039
"7331","Angle",FALSE,"Friday",7,FALSE,FALSE,TRUE,TRUE,"No adverse conditions",25,40.51129913,-79.79340363
"7332","Hit fixed object",TRUE,"Saturday",8,FALSE,TRUE,FALSE,TRUE,"No adverse conditions",35,40.43500137,-79.98220062
"7333","Rear-end",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.49779892,-80.06970215
"7334","Angle",TRUE,"Saturday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44440079,-79.94860077
"7335","Angle",FALSE,"Tuesday",7,TRUE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.43870163,-79.75229645
"7336","Rear-end",FALSE,"Wednesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.47439957,-79.95770264
"7337","Rear-end",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.55849838,-79.90720367
"7338","Sideswipe (same dir.)",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.5033989,-80.02510071
"7339","Hit fixed object",FALSE,"Saturday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.60189819,-79.75730133
"7340","Hit fixed object",FALSE,"Tuesday",6,FALSE,FALSE,FALSE,TRUE,"Rain",55,40.43999863,-80.18810272
"7341","Rear-end",FALSE,"Monday",7,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.46480179,-80
"7342","Hit fixed object",FALSE,"Sunday",7,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.49520111,-79.98069763
"7343","Rear-end",FALSE,"Saturday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.64839935,-79.93730164
"7344","Rear-end",FALSE,"Saturday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.65039825,-79.9367981
"7345","Hit fixed object",FALSE,"Saturday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.48609924,-79.91210175
"7346","Angle",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.51050186,-79.99310303
"7347","Head-on",FALSE,"Saturday",8,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.46360016,-80.02870178
"7348","Rear-end",FALSE,"Tuesday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.29449844,-79.91790009
"7349","Angle",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45629883,-79.97499847
"7350","Angle",FALSE,"Sunday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.46870041,-80.03610229
"7351","Angle",FALSE,"Monday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.65340042,-80.06790161
"7352","Hit fixed object",FALSE,"Sunday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.53089905,-80.06950378
"7353","Angle",FALSE,"Saturday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",15,40.479599,-79.97260284
"7354","Angle",FALSE,"Friday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.51819992,-80.01300049
"7355","Angle",FALSE,"Sunday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44120026,-79.959198
"7356","Rear-end",FALSE,"Saturday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.65200043,-80.05690002
"7357","Sideswipe (Opposite dir.)",FALSE,"Wednesday",7,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.61220169,-79.91390228
"7358","Hit fixed object",FALSE,"Sunday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.4822998,-79.97270203
"7359","Sideswipe (same dir.)",FALSE,"Saturday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.42959976,-80.0617981
"7360","Angle",FALSE,"Saturday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.42750168,-79.96839905
"7361","Hit fixed object",FALSE,"Thursday",7,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.38949966,-79.75450134
"7362","Hit fixed object",FALSE,"Tuesday",7,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",30,40.5094986,-79.81800079
"7363","Hit pedestrian",FALSE,"Sunday",8,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45249939,-79.94989777
